away_school_id,home_school_id,away_school_box_score,home_school_box_score,stadium,location,game_timestamp,tv_coverage,betting_line,betting_over_under,stadium_capacity,attendance,away_win_pct,home_win_pct,game_id
218,202,"{'1': '3', '2': '0', '3': '15', '4': '8', 'total': '26'}","{'1': '14', '2': '7', '3': '10', '4': '17', 'total': '48'}",Chapman Stadium,"Tulsa, OK ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531339
55,2534,"{'1': '7', '2': '0', '3': '7', '4': '14', 'total': '7'}","{'1': '14', '2': '7', '3': '0', '4': '7', 'total': '0'}",,"Huntsville, TX ",,,,,"Capacity: 14,000","Capacity: 14,000",,,401520276
254,204,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '7', '2': '0', '3': '7', '4': '7', 'total': '21'}",Reser Stadium,"Corvallis, OR ",,,,,"Capacity: 43,363","Capacity: 43,363",,,401524020
97,152,"{'1': '0', '2': '0', '3': '10', '4': '3', 'total': '13'}","{'1': '0', '2': '10', '3': '0', '4': '0', 'total': '10'}",Carter-Finley Stadium,"Raleigh, NC ",,,,,"Capacity: 56,919","Capacity: 56,919",,,401525512
2348,2638,"{'1': '14', '2': '3', '3': '0', '4': '7', 'total': '24'}","{'1': '0', '2': '7', '3': '3', '4': '0', 'total': '10'}",Sun Bowl,"El Paso, TX ",,,,,"Capacity: 45,971","Capacity: 45,971",,,401520278
2132,252,"{'1': '0', '2': '10', '3': '10', '4': '7', 'total': '27'}","{'1': '7', '2': '7', '3': '14', '4': '7', 'total': '35'}",LaVell Edwards Stadium,"Provo, UT ",,,,,"Capacity: 63,470","Capacity: 63,470",,,401525851
61,2,"{'1': '0', '2': '10', '3': '7', '4': '10', 'total': '27'}","{'1': '10', '2': '0', '3': '7', '4': '3', 'total': '20'}",Jordan-Hare Stadium,"Auburn, AL ",,,,,"Capacity: 87,451","Capacity: 87,451",,,401520280
130,158,"{'1': '14', '2': '14', '3': '7', '4': '10', 'total': '45'}","{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","Memorial Stadium (Lincoln, NE)","Lincoln, NE ",,,,,"Capacity: 85,458","Capacity: 85,458",,,401520286
2305,251,"{'1': '0', '2': '7', '3': '7', '4': '0', 'total': '14'}","{'1': '10', '2': '3', '3': '13', '4': '14', 'total': '40'}",DKR-Texas Memorial Stadium,"Austin, TX ",,,,,"Capacity: 100,119","Capacity: 100,119",,,401525854
213,77,"{'1': '3', '2': '7', '3': '17', '4': '14', 'total': '41'}","{'1': '3', '2': '7', '3': '0', '4': '3', 'total': '13'}",Ryan Field,"Evanston, IL ",,,,,"Capacity: 47,130","Capacity: 47,130",,,401520287
264,12,"{'1': '14', '2': '7', '3': '7', '4': '3', 'total': '31'}","{'1': '0', '2': '10', '3': '7', '4': '7', 'total': '24'}",Arizona Stadium,"Tucson, AZ ",,,,,"Capacity: 50,782","Capacity: 50,782",,,401524021
30,38,"{'1': '14', '2': '20', '3': '14', '4': '0', 'total': '48'}","{'1': '0', '2': '14', '3': '13', '4': '14', 'total': '41'}",Folsom Field,"Boulder, CO ",,,,,"Capacity: 50,183","Capacity: 50,183",,,401524023
2483,24,"{'1': '0', '2': '14', '3': '21', '4': '7', 'total': '42'}","{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}",Stanford Stadium,"Stanford, CA ",,,,,"Capacity: 50,424","Capacity: 50,424",,,401524024
87,150,"{'1': '7', '2': '3', '3': '3', '4': '8', 'total': '21'}","{'1': '0', '2': '0', '3': '7', '4': '7', 'total': '14'}",Wallace Wade Stadium,"Durham, NC ",,,,,"Capacity: 40,004","Capacity: 40,004",,,401525438
333,344,"{'1': '14', '2': '17', '3': '3', '4': '6', 'total': '40'}","{'1': '0', '2': '10', '3': '7', '4': '0', 'total': '17'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520285
99,145,"{'1': '7', '2': '21', '3': '14', '4': '7', 'total': '49'}","{'1': '21', '2': '10', '3': '3', '4': '21', 'total': '55'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520288
66,201,"{'1': '10', '2': '10', '3': '0', '4': '0', 'total': '20'}","{'1': '21', '2': '19', '3': '7', '4': '3', 'total': '50'}","Memorial Stadium (Norman, OK)","Norman, OK ",,,,,"Capacity: 86,112","Capacity: 86,112",,,401525852
2579,2633,"{'1': '10', '2': '0', '3': '7', '4': '3', 'total': '20'}","{'1': '14', '2': '10', '3': '7', '4': '10', 'total': '41'}",Neyland Stadium,"Knoxville, TN ",,,,,"Capacity: 101,915","Capacity: 101,915",,,401520291
57,96,"{'1': '0', '2': '7', '3': '7', '4': '0', 'total': '14'}","{'1': '16', '2': '7', '3': '7', '4': '3', 'total': '33'}",Kroger Field,"Lexington, KY ",,,,,"Capacity: 61,000","Capacity: 61,000",,,401520282
142,238,"{'1': '3', '2': '14', '3': '7', '4': '14', 'total': '38'}","{'1': '7', '2': '0', '3': '0', '4': '14', 'total': '21'}",FirstBank Stadium,"Nashville, TN ",,,,,"Capacity: 40,350","Capacity: 40,350",,,401520293
2440,278,"{'1': '0', '2': '0', '3': '0', '4': '9', 'total': '9'}","{'1': '7', '2': '7', '3': '6', '4': '7', 'total': '27'}",Bulldog Stadium (CA),"Fresno, CA ",,,,,"Capacity: 40,727","Capacity: 40,727",,,401532587
245,8,"{'1': '7', '2': '10', '3': '10', '4': '7', 'total': '34'}","{'1': '3', '2': '3', '3': '10', '4': '6', 'total': '22'}",AT&T Stadium,"Arlington, TX ",,,,,"Capacity: 100,000","Capacity: 100,000",,,401520279
309,135,"{'1': '7', '2': '10', '3': '0', '4': '7', 'total': '24'}","{'1': '7', '2': '7', '3': '7', '4': '14', 'total': '35'}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",,,401520284
328,41,"{'1': '0', '2': '7', '3': '17', '4': '10', 'total': '34'}","{'1': '7', '2': '10', '3': '0', '4': '16', 'total': '33'}",Pratt & Whitney Stadium,"East Hartford, CT ",,,,,"Capacity: 40,000","Capacity: 40,000",,,401520292
228,183,"{'1': '14', '2': '7', '3': '3', '4': '7', 'total': '31'}","{'1': '7', '2': '0', '3': '0', '4': '7', 'total': '14'}",JMA Wireless Dome,"Syracuse, NY ",,,,,"Capacity: 49,057","Capacity: 49,057",,,401525514
5,2655,"{'1': '3', '2': '17', '3': '0', '4': '3', 'total': '23'}","{'1': '7', '2': '7', '3': '14', '4': '7', 'total': '35'}",Yulman Stadium,"New Orleans, LA ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531370
6,256,"{'1': '0', '2': '7', '3': '3', '4': '13', 'total': '23'}","{'1': '14', '2': '10', '3': '0', '4': '7', 'total': '31'}",,"Harrisonburg, VA ",,,,,"Capacity: 24,877","Capacity: 24,877",,,401531880
2084,2006,"{'1': '0', '2': '7', '3': '3', '4': '0', 'total': '3'}","{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '0'}",InfoCision Stadium,"Akron, OH ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532412
2199,2117,"{'1': '7', '2': '3', '3': '13', '4': '0', 'total': '23'}","{'1': '7', '2': '7', '3': '5', '4': '7', 'total': '26'}",Kelly/Shorts Stadium,"Mount Pleasant, MI ",,,,,"Capacity: 30,255","Capacity: 30,255",,,401532410
258,103,"{'1': '7', '2': '14', '3': '0', '4': '3', 'total': '24'}","{'1': '0', '2': '7', '3': '17', '4': '3', 'total': '27'}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",,,401525513
193,2309,"{'1': '10', '2': '3', '3': '10', '4': '0', 'total': '23'}","{'1': '3', '2': '0', '3': '0', '4': '0', 'total': '3'}",Dix Stadium,"Kent, OH ",,,,,"Capacity: 25,319","Capacity: 25,319",,,401532413
9,25,"{'1': '7', '2': '0', '3': '6', '4': '8', 'total': '21'}","{'1': '7', '2': '3', '3': '7', '4': '7', 'total': '24'}",California Memorial Stadium,"Berkeley, CA ",,,,,"Capacity: 62,467","Capacity: 62,467",,,401524022
84,120,"{'1': '3', '2': '0', '3': '0', '4': '14', 'total': '17'}","{'1': '21', '2': '6', '3': '10', '4': '7', 'total': '44'}",SECU Stadium,"College Park, MD ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401520283
356,2509,"{'1': '3', '2': '10', '3': '0', '4': '6', 'total': '19'}","{'1': '6', '2': '10', '3': '21', '4': '7', 'total': '44'}",Ross-Ade Stadium,"West Lafayette, IN ",,,,,"Capacity: 57,282","Capacity: 57,282",,,401520289
2681,164,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '10', '2': '14', '3': '14', '4': '14', 'total': '52'}",SHI Stadium,"Piscataway, NJ ",,,,,"Capacity: 52,454","Capacity: 52,454",,,401520290
189,59,"{'1': '7', '2': '10', '3': '21', '4': '0', 'total': '38'}","{'1': '14', '2': '0', '3': '6', '4': '7', 'total': '27'}",Bobby Dodd Stadium,"Atlanta, GA ",,,,,"Capacity: 55,000","Capacity: 55,000",,,401525515
248,2641,"{'1': '14', '2': '14', '3': '0', '4': '0', 'total': '28'}","{'1': '14', '2': '21', '3': '7', '4': '7', 'total': '49'}",Jones AT&T Stadium,"Lubbock, TX ",,,,,"Capacity: 60,454","Capacity: 60,454",,,401525855
239,2116,"{'1': '7', '2': '0', '3': '3', '4': '26', 'total': '36'}","{'1': '21', '2': '7', '3': '7', '4': '0', 'total': '35'}",FBC Mortgage Stadium,"Orlando, FL ",,,,,"Capacity: 44,206","Capacity: 44,206",,,401525856
2032,113,"{'1': '17', '2': '14', '3': '14', '4': '7', 'total': '52'}","{'1': '0', '2': '10', '3': '10', '4': '8', 'total': '28'}",Warren McGuirk Alumni Stadium,"Amherst, MA ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401526836
58,2426,"{'1': '7', '2': '16', '3': '7', '4': '14', 'total': '44'}","{'1': '14', '2': '6', '3': '3', '4': '7', 'total': '30'}",Navy-Marine Corps Memorial Stadium,"Annapolis, MD ",,,,,"Capacity: 34,000","Capacity: 34,000",,,401531424
295,276,"{'1': '7', '2': '14', '3': '7', '4': '7', 'total': '35'}","{'1': '3', '2': '14', '3': '21', '4': '3', 'total': '41'}",Joan C. Edwards Stadium,"Huntington, WV ",,,,,"Capacity: 38,016","Capacity: 38,016",,,401531881
2050,2711,"{'1': '3', '2': '7', '3': '7', '4': '7', 'total': '24'}","{'1': '7', '2': '21', '3': '7', '4': '7', 'total': '42'}",Waldo Stadium,"Kalamazoo, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",,,401532409
2459,2649,"{'1': '7', '2': '0', '3': '10', '4': '16', 'total': '33'}","{'1': '7', '2': '7', '3': '14', '4': '7', 'total': '35'}",Glass Bowl,"Toledo, OH ",,,,,"Capacity: 26,038","Capacity: 26,038",,,401532411
68,235,"{'1': '3', '2': '14', '3': '0', '4': '15', 'total': '32'}","{'1': '0', '2': '14', '3': '7', '4': '14', 'total': '35'}",Simmons Bank Liberty Stadium,"Memphis, TN ",,,,,"Capacity: 58,325","Capacity: 58,325",,,401531429
62,2439,"{'1': '0', '2': '3', '3': '10', '4': '7', 'total': '20'}","{'1': '7', '2': '13', '3': '7', '4': '17', 'total': '44'}",Allegiant Stadium,"Las Vegas, NV ",,,,,"Capacity: 65,000","Capacity: 65,000",,,401532586
167,2751,"{'1': '6', '2': '3', '3': '3', '4': '14', 'total': '26'}","{'1': '9', '2': '3', '3': '17', '4': '6', 'total': '35'}",Jonah Field at War Memorial Stadium,"Laramie, WY ",,,,,"Capacity: 29,181","Capacity: 29,181",,,401532588
151,242,"{'1': '3', '2': '6', '3': '0', '4': '8', 'total': '17'}","{'1': '3', '2': '7', '3': '7', '4': '7', 'total': '24'}",Rice Stadium,"Houston, TX ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401531414
2000,249,"{'1': '7', '2': '10', '3': '7', '4': '7', 'total': '31'}","{'1': '24', '2': '7', '3': '14', '4': '0', 'total': '45'}",DATCU Stadium,"Denton, TX ",,,,,"Capacity: 30,850","Capacity: 30,850",,,401531436
324,290,"{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}","{'1': '0', '2': '21', '3': '17', '4': '0', 'total': '38'}",,"Statesboro, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531878
2653,2247,"{'1': '3', '2': '3', '3': '15', '4': '7', 'total': '28'}","{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}",,"Atlanta, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531879
326,2572,"{'1': '28', '2': '14', '3': '0', '4': '8', 'total': '50'}","{'1': '3', '2': '7', '3': '6', '4': '20', 'total': '36'}",M. M. Roberts Stadium,"Hattiesburg, MS ",,,,,"Capacity: 36,000","Capacity: 36,000",,,401531883
3101,36,"{'1': '3', '2': '14', '3': '3', '4': '0', 'total': '20'}","{'1': '14', '2': '7', '3': '6', '4': '14', 'total': '41'}",,"Fort Collins, CO ",,,,,"Capacity: 36,500","Capacity: 36,500",,,401532585
127,2294,"{'1': '3', '2': '6', '3': '7', '4': '0', 'total': '16'}","{'1': '3', '2': '7', '3': '3', '4': '13', 'total': '26'}",Kinnick Stadium,"Iowa City, IA ",,,,,"Capacity: 69,250","Capacity: 69,250",,,401520281
2429,2567,"{'1': '0', '2': '3', '3': '6', '4': '7', 'total': '16'}","{'1': '14', '2': '3', '3': '10', '4': '7', 'total': '34'}",Gerald J. Ford Stadium,"Dallas, TX ",,,,,"Capacity: 32,000","Capacity: 32,000",,,401531404
221,259,"{'1': '7', '2': '0', '3': '14', '4': '0', 'total': '21'}","{'1': '7', '2': '14', '3': '14', '4': '3', 'total': '38'}",Lane Stadium,"Blacksburg, VA ",,,,,"Capacity: 65,632","Capacity: 65,632",,,401525516
277,2628,"{'1': '7', '2': '7', '3': '7', '4': '3', 'total': '24'}","{'1': '7', '2': '14', '3': '0', '4': '0', 'total': '21'}",Amon G. Carter Stadium,"Fort Worth, TX ",,,,,"Capacity: 46,000","Capacity: 46,000",,,401525853
2026,2433,"{'1': '14', '2': '14', '3': '7', '4': '6', 'total': '41'}","{'1': '14', '2': '14', '3': '12', '4': '0', 'total': '40'}",,"Monroe, LA ",,,,,"Capacity: 30,427","Capacity: 30,427",,,401531882
21,2005,"{'1': '0', '2': '10', '3': '0', '4': '0', 'total': '10'}","{'1': '0', '2': '21', '3': '21', '4': '7', 'total': '49'}",Falcon Stadium,"USAF Academy, CO ",,,,,"Capacity: 46,692","Capacity: 46,692",,,401532589
55,2393,"{'1': '0', '2': '7', '3': '17', '4': '21', 'total': '45'}","{'1': '3', '2': '20', '3': '0', '4': '7', 'total': '30'}","Johnny ""Red"" Floyd Stadium","Murfreesboro, TN ",,,,,"Capacity: 30,788","Capacity: 30,788",,,401520294
2229,166,"{'1': '7', '2': '7', '3': '3', '4': '0', 'total': '17'}","{'1': '7', '2': '7', '3': '3', '4': '17', 'total': '34'}",Aggie Memorial Stadium,"Las Cruces, NM ",,,,,"Capacity: 28,853","Capacity: 28,853",,,401520297
2534,2335,"{'1': '10', '2': '0', '3': '6', '4': '0', 'total': '16'}","{'1': '7', '2': '14', '3': '0', '4': '0', 'total': '21'}",,"Lynchburg, VA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401520296
98,2348,"{'1': '21', '2': '14', '3': '0', '4': '0', 'total': '35'}","{'1': '7', '2': '0', '3': '14', '4': '7', 'total': '28'}",Joe Aillet Stadium,"Ruston, LA ",,,,,"Capacity: 28,562","Capacity: 28,562",,,401520295
2306,197,"{'1': '0', '2': '7', '3': '8', '4': '6', 'total': '21'}","{'1': '10', '2': '10', '3': '6', '4': '3', 'total': '29'}",Boone Pickens Stadium,"Stillwater, OK ",,,,,"Capacity: 55,509","Capacity: 55,509",,,401525857
158,356,"{'1': '3', '2': '14', '3': '3', '4': '0', 'total': '20'}","{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}","Memorial Stadium (Champaign, IL)","Champaign, IL ",,,,,"Capacity: 60,670","Capacity: 60,670",,,401520301
96,61,"{'1': '0', '2': '7', '3': '6', '4': '0', 'total': '13'}","{'1': '14', '2': '20', '3': '10', '4': '7', 'total': '51'}",Sanford Stadium,"Athens, GA ",,,,,"Capacity: 92,746","Capacity: 92,746",,,401520300
130,135,"{'1': '10', '2': '14', '3': '21', '4': '7', 'total': '52'}","{'1': '3', '2': '7', '3': '0', '4': '0', 'total': '10'}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",,,401520303
201,251,"{'1': '7', '2': '13', '3': '7', '4': '7', 'total': '34'}","{'1': '7', '2': '10', '3': '3', '4': '10', 'total': '30'}",,"Dallas, TX ",,,,,"Capacity: 92,100","Capacity: 92,100",,,401525861
120,194,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '0', '2': '10', '3': '10', '4': '17', 'total': '37'}",Ohio Stadium,"Columbus, OH ",,,,,"Capacity: 102,780","Capacity: 102,780",,,401520307
259,52,"{'1': '0', '2': '10', '3': '7', '4': '0', 'total': '17'}","{'1': '22', '2': '0', '3': '10', '4': '7', 'total': '39'}",Doak Campbell Stadium,"Tallahassee, FL ",,,,,"Capacity: 79,560","Capacity: 79,560",,,401525518
12,30,"{'1': '10', '2': '7', '3': '3', '4': '8', 'total': '13'}","{'1': '0', '2': '14', '3': '7', '4': '7', 'total': '15'}",Los Angeles Memorial Coliseum,"Los Angeles, CA ",,,,,"Capacity: 77,500","Capacity: 77,500",,,401524025
87,97,"{'1': '0', '2': '7', '3': '6', '4': '7', 'total': '20'}","{'1': '7', '2': '0', '3': '10', '4': '16', 'total': '33'}",Cardinal Stadium,"Louisville, KY ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525439
333,245,"{'1': '3', '2': '7', '3': '14', '4': '2', 'total': '26'}","{'1': '3', '2': '14', '3': '0', '4': '3', 'total': '20'}",Kyle Field,"College Station, TX ",,,,,"Capacity: 102,733","Capacity: 102,733",,,401520310
265,26,"{'1': '3', '2': '7', '3': '7', '4': '0', 'total': '17'}","{'1': '0', '2': '9', '3': '3', '4': '13', 'total': '25'}",Rose Bowl,"Pasadena, CA ",,,,,"Capacity: 88,565","Capacity: 88,565",,,401524028
183,153,"{'1': '0', '2': '0', '3': '7', '4': '0', 'total': '7'}","{'1': '10', '2': '17', '3': '10', '4': '3', 'total': '40'}",Kenan Stadium,"Chapel Hill, NC ",,,,,"Capacity: 51,000","Capacity: 51,000",,,401525520
204,25,"{'1': '7', '2': '14', '3': '14', '4': '17', 'total': '52'}","{'1': '0', '2': '17', '3': '15', '4': '8', 'total': '40'}",California Memorial Stadium,"Berkeley, CA ",,,,,"Capacity: 62,467","Capacity: 62,467",,,401524027
8,145,"{'1': '7', '2': '0', '3': '6', '4': '7', 'total': '20'}","{'1': '10', '2': '7', '3': '0', '4': '10', 'total': '27'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520308
59,2390,"{'1': '0', '2': '0', '3': '14', '4': '9', 'total': '23'}","{'1': '0', '2': '3', '3': '7', '4': '10', 'total': '20'}",Hard Rock Stadium,"Miami Gardens, FL ",,,,,"Capacity: 64,992","Capacity: 64,992",,,401525519
99,142,"{'1': '7', '2': '10', '3': '10', '4': '22', 'total': '49'}","{'1': '15', '2': '10', '3': '7', '4': '7', 'total': '39'}",Memorial Stadium/Faurot Field,"Columbia, MO ",,,,,"Capacity: 62,621","Capacity: 62,621",,,401520305
278,2751,"{'1': '0', '2': '7', '3': '3', '4': '9', 'total': '19'}","{'1': '3', '2': '21', '3': '0', '4': '0', 'total': '24'}",Jonah Field at War Memorial Stadium,"Laramie, WY ",,,,,"Capacity: 29,181","Capacity: 29,181",,,401532591
103,349,"{'1': '6', '2': '7', '3': '7', '4': '7', 'total': '27'}","{'1': '0', '2': '3', '3': '14', '4': '7', 'total': '24'}",Michie Stadium,"West Point, NY ",,,,,"Capacity: 38,000","Capacity: 38,000",,,401520298
2711,344,"{'1': '0', '2': '7', '3': '14', '4': '7', 'total': '28'}","{'1': '10', '2': '7', '3': '14', '4': '10', 'total': '41'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520304
164,275,"{'1': '0', '2': '0', '3': '6', '4': '7', 'total': '13'}","{'1': '3', '2': '14', '3': '0', '4': '7', 'total': '24'}",Camp Randall Stadium,"Madison, WI ",,,,,"Capacity: 80,321","Capacity: 80,321",,,401520311
2729,258,"{'1': '6', '2': '7', '3': '0', '4': '0', 'total': '13'}","{'1': '3', '2': '17', '3': '0', '4': '7', 'total': '27'}",Scott Stadium,"Charlottesville, VA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525522
2649,113,"{'1': '10', '2': '7', '3': '21', '4': '3', 'total': '41'}","{'1': '7', '2': '14', '3': '3', '4': '0', 'total': '24'}",Warren McGuirk Alumni Stadium,"Amherst, MA ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401526837
276,152,"{'1': '14', '2': '10', '3': '10', '4': '7', 'total': '41'}","{'1': '7', '2': '14', '3': '14', '4': '13', 'total': '48'}",Carter-Finley Stadium,"Raleigh, NC ",,,,,"Capacity: 56,919","Capacity: 56,919",,,401525521
2636,218,"{'1': '7', '2': '21', '3': '7', '4': '14', 'total': '49'}","{'1': '14', '2': '7', '3': '0', '4': '13', 'total': '34'}",Lincoln Financial Field,"Philadelphia, PA ",,,,,"Capacity: 69,879","Capacity: 69,879",,,401531389
2117,2084,"{'1': '0', '2': '7', '3': '0', '4': '6', 'total': '13'}","{'1': '10', '2': '13', '3': '14', '4': '0', 'total': '37'}",UB Stadium,"Buffalo, NY ",,,,,"Capacity: 25,013","Capacity: 25,013",,,401532415
47,77,"{'1': '0', '2': '0', '3': '7', '4': '13', 'total': '20'}","{'1': '9', '2': '7', '3': '7', '4': '0', 'total': '23'}",Ryan Field,"Evanston, IL ",,,,,"Capacity: 47,130","Capacity: 47,130",,,401520306
2509,2294,"{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}","{'1': '7', '2': '3', '3': '3', '4': '7', 'total': '20'}",Kinnick Stadium,"Iowa City, IA ",,,,,"Capacity: 69,250","Capacity: 69,250",,,401520302
154,228,"{'1': '3', '2': '0', '3': '3', '4': '6', 'total': '12'}","{'1': '0', '2': '7', '3': '3', '4': '7', 'total': '17'}","Memorial Stadium (Clemson, SC)","Clemson, SC ",,,,,"Capacity: 81,500","Capacity: 81,500",,,401525517
249,2426,"{'1': '3', '2': '7', '3': '0', '4': '14', 'total': '24'}","{'1': '0', '2': '13', '3': '7', '4': '7', 'total': '27'}",Navy-Marine Corps Memorial Stadium,"Annapolis, MD ",,,,,"Capacity: 34,000","Capacity: 34,000",,,401531433
326,309,"{'1': '10', '2': '10', '3': '3', '4': '7', 'total': '30'}","{'1': '7', '2': '7', '3': '7', '4': '13', 'total': '34'}",Cajun Field,"Lafayette, LA ",,,,,"Capacity: 41,426","Capacity: 41,426",,,401531884
2050,2199,"{'1': '3', '2': '7', '3': '0', '4': '0', 'total': '10'}","{'1': '3', '2': '14', '3': '7', '4': '0', 'total': '24'}",Rynearson Stadium,"Ypsilanti, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",,,401532414
189,193,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '7', '3': '10', '4': '3', 'total': '27'}",Yager Stadium,"Oxford, OH ",,,,,"Capacity: 24,286","Capacity: 24,286",,,401532416
2309,195,"{'1': '0', '2': '7', '3': '3', '4': '7', 'total': '17'}","{'1': '0', '2': '21', '3': '14', '4': '7', 'total': '42'}",Peden Stadium,"Athens, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532417
2459,2006,"{'1': '7', '2': '28', '3': '20', '4': '0', 'total': '55'}","{'1': '7', '2': '0', '3': '7', '4': '0', 'total': '14'}",InfoCision Stadium,"Akron, OH ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532418
238,57,"{'1': '7', '2': '0', '3': '7', '4': '0', 'total': '14'}","{'1': '7', '2': '14', '3': '7', '4': '10', 'total': '38'}",Ben Hill Griffin Stadium,"Gainesville, FL ",,,,,"Capacity: 88,548","Capacity: 88,548",,,401520299
2116,2305,"{'1': '0', '2': '0', '3': '8', '4': '14', 'total': '22'}","{'1': '3', '2': '21', '3': '13', '4': '14', 'total': '51'}",David Booth Kansas Memorial Stadium,"Lawrence, KS ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401525860
58,5,"{'1': '14', '2': '0', '3': '7', '4': '14', 'total': '35'}","{'1': '21', '2': '14', '3': '14', '4': '7', 'total': '56'}",Protective Stadium,"Birmingham, AL ",,,,,"Capacity: 47,100","Capacity: 47,100",,,401531380
